"feature","coefficient"
"engine215.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel",-4989.06807099864
"modelAMG C AMG C 63 S",-4984.95375314954
"modelThunderbird Premium",-4981.17587216743
"engine172.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid",-4976.80056706636
"modelVue Hybrid Base",-4976.77341222122
"modelEos 2.0T",-4976.72354232698
"modelRover LR2 HSE",-4974.12863987089
"engine263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-4973.82907404573
"modelFocus ST Base",-4966.00345202121
"modelCLK-Class 550",-4959.77940266757
"modelTerrain SLT",-4955.72574759232
"modelGTI Base",-4950.50724876024
"engine132.0HP 1.6L 4 Cylinder Engine Gasoline Fuel",-4947.27793356264
"modelVeloster Base",-4947.15210850999
"engine335.0HP 5.7L 8 Cylinder Engine Gasoline Fuel",-4942.93612203894
"modelDurango SLT",-4942.87574274651
"brandsmart",-4941.0049871431
"engine70.0HP 1.0L 3 Cylinder Engine Gasoline Fuel",-4940.94303989053
"modelForTwo Pure",-4940.86951294847
"engine201.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-4935.79805764511
"modelG6 GTP",-4935.63050196724
"modelBronco",4929.23905790022
"engine180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel",-4927.58985769722
"modelVersa 1.8 S",-4927.15104534368
"modelTaurus X Limited",-4926.73804522638
"modelMazda3 i Touring",-4923.5849290561
"modelAvenger SE",-4922.29569445352
"modelContinental GTC Base",4918.65124605819
"engine176.0HP 2.5L 4 Cylinder Engine Gasoline Fuel",-4918.53091330719
"modelRAV4 SE",-4918.45026794099
"modelSorento SX",-4916.31812153256
"modelS4 3.0 Prestige",-4911.00830122321
"engine420.0HP 5.6L 8 Cylinder Engine Gasoline Fuel",-4905.82876771204
"modelM56 Base",-4905.78455155811
"model500e Battery Electric",-4905.1416856408
"engine111.0HP Electric Motor Electric Fuel System",-4904.99705628644
"modelRover Range Rover Evoque SE",-4904.65547563089
"modelCLK-Class CLK 350",-4897.27690455228
"modelCamry Hybrid Base",-4893.55035306857
"modelGLC 300 Base 4MATIC",-4892.51493956356
"modelA4 2.0T Premium",-4889.81104062094
"modelC-Class C 300 Luxury",-4887.16708714638
"modelEdge SEL",-4873.69259529111
"ext_col.White Platinum Tri-Coat Metallic",-4873.15828975851
"modelCorolla LE",-4866.28198323961
"modelMKX Reserve",-4855.33645059749
"brandSuzuki",-4852.59770316673
"modelSX4 Base",-4852.55561791935
"modelCorvette Stingray w/1LT",4849.79939749639
"modelXF Luxury",-4849.63427256491
"model328 xi",-4849.01452155343
"modelSLK-Class SLK280 Roadster",-4844.65360661908
"modelQ40 Base",-4840.73481008218
"modelSprinter 2500 Standard Roof",4834.85649863573
"model430 i",-4830.03691872084
"engine240.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel",-4823.2069394026
"engine160.0HP 1.4L 4 Cylinder Engine Gasoline Fuel",-4821.0550046823
"model328 i xDrive",-4815.82379308536
"modelCX-7 Sport",-4814.81020208386
"modelSierra 1500 SLE1 Extended Cab",-4814.80331146833
"modelQ7 3.0T Premium Plus",-4814.55188303562
"engine280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",-4814.53832223545
"modelF-250 XLT Super Duty",-4813.33639888913
"engine260.0HP 5.4L 8 Cylinder Engine Gasoline Fuel",-4813.30126530077
"modelRam 1500 Laramie",-4813.21417112778
"modelEdge SE",-4813.07951640835
"modelCapri XR2",-4802.50315751339
"modelCompass Sport",-4795.66097052212
"engine335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel",-4789.99097903524
"modelM-Class ML 350",-4785.70811971863
"modelOptima LX",-4782.90778978842
"modelMazda3 i SV",-4781.73849240081
"modelMustang Premium",-4773.71606008713
"modelOptima Hybrid EX",-4772.39329812838
"engine160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-4767.79379197219
"engine147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid",-4767.52914754259
"modelC-Max Energi SE",-4766.74663441149
"engine136.0HP 1.8L 4 Cylinder Engine Gasoline Fuel",-4764.81655793733
"modelCruze LS",-4764.68734473371
"model325 xi",-4762.44116366254
"modelKona N Base",-4761.24198947537
"ext_col.Ultra Black",-4760.82135836703
"modelSL-Class SL400",-4759.74589865011
"modelA4 2.0T Premium quattro",-4758.13597820846
"engine218.0HP 2.5L 5 Cylinder Engine Gasoline Fuel",-4757.28738650894
"modelRover LR2 Base",-4756.78733239845
"modelLancer DE",-4755.47117682118
"modeli8 Base",4754.56671606478
"modelGLA-Class GLA 250 4MATIC",-4752.57322556897
"engine444.0HP 2.9L V6 Cylinder Engine Gasoline Fuel",4750.02406922668
"modelRS 5 2.9T",4749.90595205916
"modelCooper S Base",-4748.94487880344
"modelNew Beetle GLS",-4747.1793184643
"engine115.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-4747.15992871484
"modelViper SRT-10",4746.34886000351
"modelMurano SL",-4746.34240844629
"engine170.0HP 0.65L Electric Motor Electric Fuel System",-4746.0148464836
"modelXF 25t Premium",-4740.65194513316
"modelTT 2.0T Premium",-4739.90340542683
"modelMX-5 Miata Shinsen",-4739.14914723473
"modelImpreza 2.0i",-4735.19056178844
"modelProMaster 3500 Tradesman",-4734.14934852529
"modelGolf GTI 2.0T SE w/Performance Package 4-Door",-4732.42510656506
"engine173.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-4731.72778041999
"modelRover Defender SE",4731.14525495152
"modelDTS Luxury II",-4729.19954372726
"engine170.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel",-4725.52003270146
"model323 Ci",-4725.41797050325
"engine174.0HP 2.8L V6 Cylinder Engine Gasoline Fuel",-4717.95845589034
"modelJetta GLX VR6",-4717.83058589309
"modelBoxster Base",-4714.09637913677
"engine244.0HP 2.3L 4 Cylinder Engine Gasoline Fuel",-4701.49266376438
"modelDakota Big Horn/Lone Star",-4699.32097478649
"engine158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-4697.73507999136
"model1500 Cheyenne",-4697.36126606545
"modelCruze LT",-4696.81001619293
"modelMustang V6 Premium",-4695.23237804345
"engine118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel",-4693.43174994487
"modelCooper Base",-4693.33190856473
"modelRX 300 Base",-4692.91719485497
"modelXC70 3.2",-4689.05149682362
"modelRAV4 Base",-4687.96818875693
"modelS8 4.2 quattro",-4687.95557166524
"engine360.0HP 4.2L 8 Cylinder Engine Gasoline Fuel",-4687.81402371181
"modelGranTurismo Base",-4686.23446363236
"modelX3 xDrive35i",-4685.32883858681
"engine132.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-4684.32297447256
"engine275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel",-4683.49132886509
"engine265.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",-4681.72087123756
"modelSRX Performance Collection",-4681.64328518134
"engine201.0HP 1.6L 4 Cylinder Engine Gasoline Fuel",-4678.98991662734
"modelVeloster Turbo R-Spec",-4678.91795367869
"engine545.0HP 3.8L V6 Cylinder Engine Gasoline Fuel",4674.48250977996
"modelForte Koup EX",-4674.20053127276
"modelGenesis 5",-4673.40753976539
"modelS-Class S500",-4672.63097661688
"model1500 Cheyenne Extended Cab",-4672.227787155
"engine190.0HP 4.3L V6 Cylinder Engine Gasoline Fuel",-4669.05039356175
"modelS-10 LS Crew Cab",-4668.9918249614
"modelCLA-Class CLA 250",-4666.7719194694
"modelALPINA B7 ALPINA B7 xDrive",4665.25754703138
"modelJetta S",-4656.67094946885
"modelS40 T5",-4646.24771608123
"engine6.6 Liter Twin Turbo",4638.81537754048
"modelM760 M760i xDrive",4638.59926464279
"modelHS 250h Premium",-4638.4825486978
"engine320.0HP 5.3L 8 Cylinder Engine Gasoline Fuel",-4635.50854412501
"engine188.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas",-4632.96701660777
"modelEquinox 2LT",-4630.8593385113
"modelXT6 Premium Luxury AWD",4630.01512417816
"modelSilverado 1500 W/T",-4626.83826900493
"modelTLX Base",-4626.72129054516
"modelRover Range Rover Supercharged",-4626.21333183805
"engine400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel",-4626.16705129627
"engine227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel",-4624.74291134887
"modelC-Class C 300 4MATIC Sport",-4623.35110246435
"modelQ50 3.0t Red Sport 400",-4622.09913262805
"ext_col.Liquid Platinum",-4621.65256685973
"engine151.0HP Electric Motor Hydrogen Fuel",-4615.44720479569
"modelMirai Base",-4615.33290564093
"engine156.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-4613.98984326628
"modelEscape XLT",-4613.86578847296
"engine230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel",-4609.80017025738
"modelFocus SE",-4605.03720455916
"transmission.Automatic, 8-Spd PDK Dual-Clutch",4600.28254698415
"modelQ50 Hybrid Sport",-4600.23885063276
"engine283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel",-4600.08249631458
"modelRoutan SE",-4599.93891675041
"engine2.9L V-6 gasoline direct injection, DOHC, variable valve control",4599.70426799161
"modelPanamera 4 Platinum Edition",4599.39140976238
"engine360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel",-4597.49672349004
"model428 i",-4595.16807755763
"engine162.0HP 2.4L 4 Cylinder Engine Gasoline Fuel",-4592.39361815263
"engine173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel",-4592.25774937923
"modelEclipse GS",-4592.12810994846
"engine3.5L V-6 port/direct injection, DOHC, VVT-iE/VVT-i variable valv",-4591.13894590093
"transmission.Automatic, 10-Spd",-4590.66188801973
"modelLS 500 Base",-4590.47615416439
"engine180.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-4590.29168114317
"model320 i xDrive",-4590.10842006239
"modelA6 3.0T Prestige",-4586.8939108079
"engine526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel",4585.35497402666
"model500 Lounge",-4585.3426639722
"modelCX-7 Grand Touring",-4585.17151446034
"modelFusion Hybrid Titanium",-4582.9810457063
"modelPanamera 4",-4578.2406190876
"model325 Ci",-4577.21479706109
"engine275.0HP 4.8L 8 Cylinder Engine Gasoline Fuel",-4572.74557123505
"modelTerrain SLT-1",-4566.63304444977
"engine323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel",-4561.60555036562
"modelTT Roadster quattro",-4561.36321460973
"engine225.0HP 1.8L 4 Cylinder Engine Gasoline Fuel",-4561.3586170289
"modelFusion SE",-4560.44279029833
"engine160.0HP 1.5L 4 Cylinder Engine Gasoline Fuel",-4560.22441576082
"modelMalibu LT",-4560.16782026234
"engine201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel",-4560.09296422427
"model911 Carrera 4S Cabriolet",4555.27299871017
"engine211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-4554.73602648009
"engine165.0HP 2.5L 4 Cylinder Engine Gasoline Fuel",-4554.32653787585
"engine155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-4550.69806361817
"engine250.0HP 2.7L V6 Cylinder Engine Gasoline Fuel",-4547.77243418129
"modelallroad 2.7T",-4547.66535310128
"engine287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-4546.53209247247
"engine136.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-4545.46685407116
"model750 Li",-4543.9182165656
"modelAcadia SLT-1",-4541.56587884984
"int_col.Boulder",4540.58694001085
"engine3.4L V6 24V PDI DOHC Twin Turbo Hybrid",4540.36268700173
"modelMazda6 i Grand Touring",-4538.19262293312
"engine306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel",-4534.48935608792
"modelSonata GLS",-4532.69871530466
"engine228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",-4527.27086504478
"engine239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel",-4525.99770136111
"engine168.0HP 1.6L 4 Cylinder Engine Gasoline Fuel",-4524.29208262932
"modelGenesis Coupe 3.8 Track",-4521.83436319199
"engine3.6 Liter DOHC",-4515.23518982283
"ext_col.Tango Red Metallic",4512.21564569839
"engine400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel",4510.52666949002
"modelTT RS 2.5T",4510.45917874921
"engine500.0HP 5.0L 10 Cylinder Engine Gasoline Fuel",-4504.45705873446
"engine173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel",-4502.58518745531
"modelSilverado 2500 High Country",4498.01379093085
"modelFusion Energi Titanium",-4496.22815787257
"engine312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel",-4494.5051981712
"ext_col.Black Obsidian",-4491.12856371394
"model4Runner Venture Special Edition",-4490.79386232576
"engine4L V-6 DOHC, VVT-i variable valve control, regular unleaded, eng",-4490.39735702136
"int_col.Black/Graphite",-4489.28493259353
"engine138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel",-4487.44804588625
"engine286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-4485.24504600668
"modelTL Type S",-4485.22902846385
"engine126.0HP 1.8L 4 Cylinder Engine Gasoline Fuel",-4483.90450517542
"engine440.0HP 2.9L V6 Cylinder Engine Gasoline Fuel",4483.79210311327
"modelCorolla CE",-4483.73366587081
"int_col.Sakhir Orange/Black",4483.21855488428
"modelX6 M Base",4482.6312597279
"engine175.0HP 1.6L 4 Cylinder Engine Gasoline Fuel",-4480.49670282757
"int_col.WHITE",4477.33137937288
"engine2.4L I4 16V MPFI SOHC",-4476.77715487421
"modelCompass Limited",-4476.77300420192
"transmission.Automatic, 8-Spd Sport w/Sport & Manual Modes",4476.7187122658
"engine6.6L V-12 gasoline direct injection, DOHC, variable valve contro",4476.35542633298
"modelM760 i xDrive",4476.32961266969
"engine270.0HP 4.8L 8 Cylinder Engine Gasoline Fuel",-4475.29258326634
"modelSilverado 1500 LS",-4475.27070546082
"engine250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-4475.14450099472
"modelGL-Class GL 450",-4474.78773105432
"modelTSX Base",-4473.33485538309
"engine179.0HP 1.5L 4 Cylinder Engine Gasoline Fuel",-4472.98545411149
"ext_col.Wolf Gray",-4472.13591407193
"modelGenesis 4.6",-4465.17568056887
"modelExplorer Sport",-4464.91883188943
"modelImpreza Outback Sport Wagon",-4460.2075505445
"engine268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-4460.07904285892
"brandFIAT",-4455.96978009614
"modelEdge Sport",-4453.57164923082
"engine188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel",-4445.24183709887
"engine300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel",-4444.77972945168
"modelEscape SEL",-4444.43396609617
"engine166.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-4443.81301226874
"int_col.Charcoal Black",-4440.98157129374
"engine230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel",-4430.72495377612
"modelE-Class E 350 4MATIC",-4429.51862874225
"modelQ3 45 S line Premium",-4428.57541926129
"modelMX-5 Miata Sport",-4428.34207968216
"engine1.6L I-4 gasoline direct injection, DOHC, variable valve control",-4427.25248651509
"engine3.6L V6 GDI DOHC",-4425.83651437392
"engine1.6L I4 16V GDI DOHC",-4418.6834867633
"modelVeloster Value Edition",-4418.59827435783
"ext_col.Ironman Silver",-4418.58998853002
"modelCC Sport",-4417.42822725439
"engine295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid",-4417.1079830435
"engine190.0HP 2.4L 4 Cylinder Engine Gasoline Fuel",-4414.38443322007
"modelGLK-Class GLK 350",-4414.14111777559
"engine200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel",-4408.07185916491
"modelAltima 2.5 SL",-4406.97120837444
"modelS90 T5 Momentum",-4406.20137728963
"modelSonata SE",-4403.37383254533
"modelCamry XLE",-4399.69750410361
"brandScion",-4393.92363688727
"modelxB Base",-4393.68625571613
"engine145.0HP 1.8L 4 Cylinder Engine Gasoline Fuel",-4393.5216452103
"engine231.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-4392.89018982911
"engine137.0HP 1.8L 4 Cylinder Engine Gasoline Fuel",-4390.02020164123
"modelCorolla iM Base",-4389.92664751231
"engine444.0HP 2.9L V6 Cylinder Engine Gasoline/Mild Electric Hybrid",4389.37596329649
"modelS7 2.9T Prestige",4389.14259185787
"engine180.0HP 2.4L 4 Cylinder Engine Flex Fuel Capability",-4388.44945801822
"modelVerano Convenience",-4388.14766443685
"modelILX Premium Package",-4387.37759925275
"brandMINI",-4384.11603820599
"model500X Trekking Plus",-4382.14656398641
"modelNavigator L",-4380.6310413899
"engine272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-4379.28545072031
"model135 i",-4377.52148383714
"modelPathfinder S",-4373.91055832377
"engine264.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",-4366.84910672693
"modelG35 Sport",-4365.35535337793
"modelCooper S Clubman Base",-4357.99616842373
"transmission.2-Speed A/T",4350.66277257702
"engine197.0HP 1.6L 4 Cylinder Engine Gasoline Fuel",-4350.61463080644
"modelFiesta ST",-4350.50659659854
"engine430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel",4349.430940396
"engine401.0HP 2.5L 5 Cylinder Engine Gasoline Fuel",4347.31581712981
"modelRS 3 2.5T",4347.22648882043
"model200 Limited",-4347.14077714303
"modelXterra S",-4346.41708975532
"engine235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel",-4343.3741484765
"modelSQ8 4.0T Premium Plus",4340.3095387823
"modelGranTurismo Sport",-4339.93018223902
"engine454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel",-4339.74310253542
"engine2.0L I4 16V GDI DOHC Turbo Flexible Fuel",-4338.4602156638
"modelTown Car Base",-4338.42641086914
"engine383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel",4338.16122970641
"modelBolt EV LT",-4334.4962621514
"engine184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel",-4319.0202045939
"modelLaCrosse Base",-4318.60934202365
"engine200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel",-4313.93534612158
"modelLiberty Sport",-4308.80655901473
"modelEscalade Base",-4307.57303383818
"modelTown Car Signature",-4306.95632063257
"modelGolf GTI 2.0T Autobahn 4-Door",-4304.49993076569
"modelPatriot Latitude",-4303.60297558409
"engine158.0HP 2.4L 4 Cylinder Engine Gasoline Fuel",-4302.65940778225
"engine130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel",-4294.52764044436
"modelSLK-Class SLK 350",-4292.10916234374
"modelGenesis Coupe 3.8 Base",-4291.24340065947
"modelF-150 XLT SuperCab",-4285.95980952495
"modelG35 Base",-4283.14268804189
"engine2.5L 4 Cylinder Engine Gasoline Fuel",-4277.36595341558
"modelMalibu Limited LT",-4277.20974244046
"modelCruze LTZ",-4274.9838626684
"modelTundra Platinum",4271.98048633249
"engine248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-4271.05470384003
"engine148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-4269.39795100301
"modelLucerne CXL",-4269.19342402374
"engine275.0HP 4.2L Straight 6 Cylinder Engine Gasoline Fuel",-4268.91779762763
"modelRainier CXL",-4268.76560762506
"modelEclipse GT",-4265.08232014611
"engine378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel",-4263.66763761972
"modelExplorer Eddie Bauer",-4262.68190600716
"engine101.0HP 1.4L 4 Cylinder Engine Gasoline Fuel",-4261.46549731672
"engine262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-4258.59702557942
"modelFlex SEL",-4258.48411547515
"modelOutback 2.5 i Special Edition",-4257.93769827967
"modelXE 25t",-4255.55160924166
"modelRomeo Giulia Base",-4253.55753075109
"engine440.0HP 4.7L 8 Cylinder Engine Gasoline Fuel",-4253.22203853229
"modelR1T Launch Edition",4252.89210146846
"modelX5 xDrive 35i Sport Activity",-4251.8437275139
"model528 i",-4248.55670179179
"modelTown & Country Touring",-4247.78437694583
"engine340.0HP 4.2L 8 Cylinder Engine Gasoline Fuel",-4247.75295539443
"modelS4 Base",-4247.74096425615
"modelPanamera 2",-4244.31655141803
"engine272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-4242.89070772113
"modelTSX 2.4",-4242.88009556103
"modelX3 xDrive28i",-4242.70629019147
"modelC-Class C55 AMG Sport",-4236.92655462108
"engine362.0HP 5.4L 8 Cylinder Engine Gasoline Fuel",-4236.88910489991
"model330e iPerformance",-4236.66111277186
"engine247.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas",-4236.54517348324
"engine156.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid",-4235.1973522157
